num,test_name,is_consistent,blame,count,dof,mean_X,Sigma_X,probable_error,est_chunks,smallest_increment,recommended_resolution,upper_factory_limit,lower_factory_limit,usefulness,max_measurement_increment,min_measurement_increment,upper_natural_process_limit,lower_natural_process_limit,upper_range_limit
78,WIFI_TX_POWER_AC_MCS8_CH6_BW20,False,[X,mR],50,30.1,-8.943472,18.67655051,12.59733332,98332,0.0007,10,24,,0,25.19466664,2.51946666,47.0861795414677,-64.9731235414677,68.832426918693
79,WIFI_TX_POWER_B_11_CH1_BW20,False,[X,mR],50,30.1,-8.0593,18.43267115,12.43283669,679336,0.0001,10,24,,0,24.86567339,2.48656734,47.2387134607034,-63.3573134607034,67.9336095364742
80,WIFI_TX_POWER_B_11_CH11_BW20,False,[X,mR],50,30.1,-10.78925,18.47971125,12.46456524,681069,0.0001,10,24,,0,24.92913047,2.49291305,44.6498837386018,-66.2283837386018,68.1069757978724
81,WIFI_TX_POWER_B_11_CH6_BW20,False,[X,mR],50,30.1,-9.101624,18.56464394,12.52185234,342099,0.0002,10,24,,0,25.04370468,2.50437047,46.5923078280504,-64.7955558280504,68.4199952507599
82,WIFI_TX_POWER_G_54_CH1_BW20,False,[X,mR],50,30.1,-7.984184,18.42818606,12.4298115,679170,0.0001,10,24,,0,24.859623,2.4859623,47.3003741849761,-63.2687421849761,67.9170797302432
83,WIFI_TX_POWER_G_54_CH11_BW20,False,[X,mR],50,30.1,-10.732644,18.49892531,12.47752512,681777,0.0001,10,24,,0,24.95505025,2.49550502,44.7641319444203,-66.2294199444203,68.1777892477204
84,WIFI_TX_POWER_G_54_CH6_BW20,False,[X,mR],50,30.1,-9.158076,18.5629107,12.52068326,684136,0.0001,10,24,,0,25.04136653,2.50413665,46.5306560885801,-64.8468080885801,68.4136073708207
85,WIFI_TX_POWER_N_MCS0_CH1_BW20,False,[X,mR],50,30.1,-8.046474,18.43619554,12.43521389,339732,0.0002,10,24,,0,24.87042779,2.48704278,47.2621126261398,-63.3550606261398,67.9465986702128
86,WIFI_TX_POWER_N_MCS0_CH100_BW20,False,[X,mR],50,30.1,-8.911422,18.34740918,12.37532749,676193,0.0001,10,23,,0,24.75065498,2.4750655,46.1308055293096,-63.9536495293096,67.6193765197569
87,WIFI_TX_POWER_N_MCS0_CH11_BW20,False,[X,mR],50,30.1,-10.74494,18.49697134,12.47620717,681705,0.0001,10,24,,0,24.95241434,2.49524143,44.7459740251845,-66.2358540251845,68.1705878799392
88,WIFI_TX_POWER_N_MCS0_CH165_BW20,False,[X,mR],50,30.1,-9.464448,18.48418548,12.46758311,681234,0.0001,10,23,,0,24.93516622,2.49351662,45.9881084481112,-64.9170044481112,68.1234655965046
89,WIFI_TX_POWER_N_MCS0_CH36_BW20,False,[X,mR],50,30.1,-7.24648,18.37321067,12.3927306,338572,0.0002,10,23,,0,24.78546119,2.47854612,47.8731520017369,-62.3661120017369,67.7144679141337
90,WIFI_TX_POWER_N_MCS0_CH6_BW20,False,[X,mR],50,30.1,-8.784032,18.65951295,12.58584149,137539,0.0005,10,24,,0,25.17168298,2.5171683,47.1945068623535,-64.7625708623535,68.7696349924012
91,WIFI_TX_POWER_N_MCS7_CH1_BW20,False,[X,mR],50,30.1,-7.583438,18.49875344,12.47740919,681771,0.0001,10,24,,0,24.95481839,2.49548184,47.9128223126357,-63.0796983126357,68.1771557940729
92,WIFI_TX_POWER_N_MCS7_CH100_BW20,False,[X,mR],50,30.1,-8.880782,18.34447279,12.3733469,676085,0.0001,10,23,,0,24.74669379,2.47466938,46.1526363673469,-63.914200367347,67.6085544642857
93,WIFI_TX_POWER_N_MCS7_CH11_BW20,False,[X,mR],50,30.1,-10.364704,18.56846685,12.52443089,684340,0.0001,10,24,,0,25.04886179,2.50488618,45.3406965644811,-66.0701045644811,68.4340845934651
94,WIFI_TX_POWER_N_MCS7_CH165_BW20,False,[X,mR],50,30.1,-9.511526,18.48287379,12.46669837,681186,0.0001,10,23,,0,24.93339674,2.49333967,45.937095363439,-64.960147363439,68.1186313449848
95,WIFI_TX_POWER_N_MCS7_CH36_BW20,False,[X,mR],50,30.1,-7.189556,18.37832356,12.39617924,677333,0.0001,10,23,,0,24.79235849,2.47923585,47.9454146904038,-62.3245266904038,67.7333114931611
96,WIFI_TX_POWER_N_MCS7_CH6_BW20,False,[X,mR],50,30.1,-9.115194,18.56613837,12.52286033,342127,0.0002,10,24,,0,25.04572066,2.50457207,46.5832211107251,-64.8136091107251,68.4255029635258
97,WIFI_TX_POWER_N_MCS8_CH11_BW20,False,[X,mR],50,30.1,-10.678158,18.45761688,12.44966258,680255,0.0001,10,24,,0,24.89932517,2.48993252,44.6946926296136,-66.0510086296135,68.0255469984803
98,ZIGBEE_2405_CABLE_LOSS,False,[X,SigmaX,*Chunky],50,30.1,46.9,0,0,0,9.22337203685478E+18,1,,,0,0,0,46.9,46.9,0
99,ZIGBEE_2445_CABLE_LOSS,True,[SigmaX,*Chunky],50,30.1,45.5,0,0,0,9.22337203685478E+18,1,,,0,0,0,45.5,45.5,0
100,ZIGBEE_2475_CABLE_LOSS,True,[SigmaX,*Chunky],50,30.1,43,0,0,0,9.22337203685478E+18,1,,,0,0,0,43,43,0
101,ZIGBEE_2480_CABLE_LOSS,True,[SigmaX,*Chunky],50,30.1,41.5,0,0,0,9.22337203685478E+18,1,,,0,0,0,41.5,41.5,0
